Accuracy,AUC,F1 Score,Scenario
0.7066666666666667,0.7241269841269842,0.8070175438596491,Clean Data
0.6666666666666666,0.6099470899470899,0.7727272727272727,Clean Data
0.7,0.6694179894179894,0.7982062780269058,Clean Data
0.7266666666666667,0.706031746031746,0.8127853881278538,LabelFlipping_Autoencoder
0.64,0.5796825396825397,0.7522935779816514,LabelFlipping_Autoencoder
