Accuracy,AUC,F1 Score,Scenario
0.7066666666666667,0.7241269841269842,0.8070175438596491,Clean Data
0.6666666666666666,0.6099470899470899,0.7727272727272727,Clean Data
0.7,0.6694179894179894,0.7982062780269058,Clean Data
0.72,0.7202116402116403,0.8141592920353983,BackdoorAttack_Autoencoder
0.66,0.6423280423280423,0.7582938388625592,BackdoorAttack_Autoencoder
