,Accuracy,AUC,F1 Score
RandomForest_Poisoned,0.7,0.6679365079365079,0.7945205479452054
XGBoost_Poisoned,0.6733333333333333,0.6594708994708994,0.776255707762557
VotingClassifier_Poisoned,0.6733333333333333,0.6679365079365079,0.7782805429864253
