,Accuracy,AUC,F1 Score
RandomForest_Poisoned,0.7,0.6625396825396825,0.7945205479452054
XGBoost_Poisoned,0.6666666666666666,0.6531216931216931,0.7727272727272727
VotingClassifier_Poisoned,0.6666666666666666,0.6624338624338624,0.7747747747747747
